# BUSCO version is: 2.0.1 
# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)
# To reproduce this run: python /home/deepseq/tool/BUSCO_v2.0.1/BUSCO.py -i Trinity.fasta.ca -o 202011110210-B1YMW2LFF1NY5T3G_DE_trans -l /home/deepseq/tool/BUSCO_v2.0.1/embryophyta_odb9/ -m tran -c 32 -sp arabidopsis
#
# Busco id	Status	Sequence	Score	Length
EOG09360604	Duplicated	C0000064565_TRINITY_DN21820_c0_g1_i2	444.8	402
EOG09360604	Duplicated	C0000064567_TRINITY_DN21820_c0_g1_i4	516.9	463
EOG09360607	Missing
EOG0936060Z	Duplicated	C0000065993_TRINITY_DN28232_c0_g1_i1	988.7	503
EOG0936060Z	Duplicated	C0000066011_TRINITY_DN28232_c0_g1_i19	988.9	503
EOG0936060Z	Duplicated	C0000066015_TRINITY_DN28232_c0_g1_i23	988.7	503
EOG0936061C	Duplicated	C0000256905_TRINITY_DN23380_c0_g1_i2	627.1	391
EOG0936061C	Duplicated	C0000256906_TRINITY_DN23380_c0_g1_i3	626.4	391
EOG0936061C	Duplicated	C0000256908_TRINITY_DN23380_c0_g1_i5	626.8	391
EOG0936063C	Duplicated	C0000086998_TRINITY_DN31518_c0_g1_i1	772.3	453
EOG0936063C	Duplicated	C0000147118_TRINITY_DN33127_c0_g1_i1	776.2	455
EOG09360640	Missing
EOG0936064Q	Duplicated	C0000076249_TRINITY_DN27773_c2_g3_i4	562.3	422
EOG0936064Q	Duplicated	C0000076256_TRINITY_DN27773_c2_g3_i5	562.0	422
EOG0936064Q	Duplicated	C0000295550_TRINITY_DN29920_c0_g3_i4	581.3	419
EOG0936065V	Duplicated	C0000118810_TRINITY_DN26258_c0_g1_i1	518.9	383
EOG0936065V	Duplicated	C0000118815_TRINITY_DN26258_c0_g2_i1	520.1	382
EOG0936065V	Duplicated	C0000118818_TRINITY_DN26258_c0_g2_i3	518.8	383
EOG0936066R	Duplicated	C0000306542_TRINITY_DN25107_c0_g1_i6	738.2	420
EOG0936066R	Duplicated	C0000306554_TRINITY_DN25107_c0_g2_i6	737.6	420
EOG0936066R	Duplicated	C0000306565_TRINITY_DN25107_c0_g1_i17	732.0	415
EOG0936066T	Duplicated	C0000206263_TRINITY_DN24558_c0_g2_i3	1102.2	594
EOG0936066T	Duplicated	C0000206264_TRINITY_DN24558_c0_g1_i3	1102.5	594
EOG0936066T	Duplicated	C0000206266_TRINITY_DN24558_c0_g2_i4	1102.7	594
EOG0936066Y	Duplicated	C0000170673_TRINITY_DN24838_c0_g1_i14	1042.5	481
EOG0936066Y	Duplicated	C0000170675_TRINITY_DN24838_c0_g1_i16	1029.1	478
EOG0936066Y	Duplicated	C0000170675_TRINITY_DN24838_c0_g1_i16	1041.0	481
EOG0936066Y	Duplicated	C0000170676_TRINITY_DN24838_c0_g1_i17	1029.0	478
EOG0936066Y	Duplicated	C0000170676_TRINITY_DN24838_c0_g1_i17	1041.0	481
EOG09360676	Duplicated	C0000233212_TRINITY_DN22222_c0_g2_i1	836.7	455
EOG09360676	Duplicated	C0000233214_TRINITY_DN22222_c0_g2_i2	895.9	470
EOG09360676	Duplicated	C0000233215_TRINITY_DN22222_c0_g1_i3	895.3	470
EOG09360677	Duplicated	C0000118580_TRINITY_DN26247_c0_g2_i5	829.9	438
EOG09360677	Duplicated	C0000118585_TRINITY_DN26247_c0_g1_i7	804.8	440
EOG09360677	Duplicated	C0000118591_TRINITY_DN26247_c0_g1_i9	830.0	438
EOG09360679	Complete	C0000292085_TRINITY_DN17428_c0_g1_i2	481.6	304
EOG0936067H	Complete	C0000036510_TRINITY_DN23844_c0_g1_i1	917.6	568
EOG0936068L	Duplicated	C0000195446_TRINITY_DN30698_c1_g2_i1	976.1	476
EOG0936068L	Duplicated	C0000195448_TRINITY_DN30698_c1_g2_i2	974.9	476
EOG0936068L	Duplicated	C0000195451_TRINITY_DN30698_c1_g2_i4	970.9	476
EOG0936068S	Duplicated	C0000119233_TRINITY_DN26239_c1_g1_i1	620.2	450
EOG0936068S	Duplicated	C0000119234_TRINITY_DN26239_c1_g2_i1	621.1	451
EOG0936069Q	Duplicated	C0000308709_TRINITY_DN19809_c0_g1_i1	644.4	428
EOG0936069Q	Duplicated	C0000308710_TRINITY_DN19809_c0_g2_i1	644.3	428
EOG0936069Q	Duplicated	C0000308712_TRINITY_DN19809_c0_g1_i3	643.9	428
EOG0936069S	Duplicated	C0000022837_TRINITY_DN29121_c0_g1_i1	705.7	614
EOG0936069S	Duplicated	C0000022850_TRINITY_DN29121_c0_g1_i5	705.8	614
EOG0936069S	Duplicated	C0000022883_TRINITY_DN29121_c0_g1_i15	704.8	616
EOG0936069X	Duplicated	C0000186064_TRINITY_DN26992_c0_g3_i6	910.9	453
EOG0936069X	Duplicated	C0000186067_TRINITY_DN26992_c0_g2_i9	910.7	453
EOG0936069X	Duplicated	C0000186076_TRINITY_DN26992_c0_g2_i13	910.1	453
EOG093606A7	Duplicated	C0000241253_TRINITY_DN26869_c2_g3_i4	910.1	486
EOG093606A7	Duplicated	C0000241255_TRINITY_DN26869_c2_g3_i5	935.7	484
EOG093606A7	Duplicated	C0000241267_TRINITY_DN26869_c2_g3_i14	935.8	484
EOG093606AC	Missing
EOG093606C9	Duplicated	C0000140679_TRINITY_DN27830_c0_g1_i10	906.7	542
EOG093606C9	Duplicated	C0000140681_TRINITY_DN27830_c0_g1_i11	890.1	506
EOG093606C9	Duplicated	C0000140687_TRINITY_DN27830_c0_g2_i3	906.1	541
EOG093606CH	Duplicated	C0000191328_TRINITY_DN30530_c0_g2_i2	754.8	426
EOG093606CH	Duplicated	C0000191328_TRINITY_DN30530_c0_g2_i2	754.8	426
EOG093606CH	Duplicated	C0000191334_TRINITY_DN30530_c0_g2_i6	754.8	426
EOG093606CH	Duplicated	C0000191334_TRINITY_DN30530_c0_g2_i6	754.9	426
EOG093606CH	Duplicated	C0000191344_TRINITY_DN30530_c0_g2_i15	755.1	426
EOG093606CI	Duplicated	C0000111390_TRINITY_DN24121_c0_g1_i1	985.1	481
EOG093606CI	Duplicated	C0000111398_TRINITY_DN24121_c0_g2_i4	985.6	481
EOG093606CK	Duplicated	C0000063037_TRINITY_DN24456_c0_g1_i1	529.6	453
EOG093606CK	Duplicated	C0000063038_TRINITY_DN24456_c0_g1_i2	529.6	453
EOG093606D1	Duplicated	C0000116724_TRINITY_DN29308_c3_g1_i4	1174.5	682
EOG093606D1	Duplicated	C0000116727_TRINITY_DN29308_c3_g1_i7	1174.9	660
EOG093606D1	Duplicated	C0000116731_TRINITY_DN29308_c3_g1_i11	1100.2	621
EOG093606D1	Duplicated	C0000116731_TRINITY_DN29308_c3_g1_i11	1173.7	682
EOG093606G1	Duplicated	C0000045772_TRINITY_DN25315_c0_g3_i4	848.1	423
EOG093606G1	Duplicated	C0000045778_TRINITY_DN25315_c0_g2_i5	848.4	423
EOG093606G2	Complete	C0000050437_TRINITY_DN21047_c1_g2_i1	549.8	459
EOG093606GA	Missing
EOG093606K5	Missing
EOG093606KG	Duplicated	C0000175827_TRINITY_DN17889_c0_g1_i1	415.0	282
EOG093606KG	Duplicated	C0000175828_TRINITY_DN17889_c0_g1_i2	423.9	288
EOG093606KR	Duplicated	C0000213069_TRINITY_DN2123_c0_g1_i1	902.8	561
EOG093606KR	Duplicated	C0000245667_TRINITY_DN7877_c0_g1_i1	900.3	534
EOG093606L0	Missing
EOG093606L8	Duplicated	C0000245169_TRINITY_DN25712_c0_g1_i2	406.3	327
EOG093606L8	Duplicated	C0000245184_TRINITY_DN25712_c0_g1_i16	402.4	307
EOG093606L8	Duplicated	C0000245184_TRINITY_DN25712_c0_g1_i16	402.4	307
EOG093606L8	Duplicated	C0000245191_TRINITY_DN25712_c0_g1_i23	402.9	307
EOG093606LZ	Duplicated	C0000036530_TRINITY_DN23870_c1_g1_i1	846.0	533
EOG093606LZ	Duplicated	C0000036531_TRINITY_DN23870_c1_g1_i2	841.8	533
EOG093606LZ	Duplicated	C0000036531_TRINITY_DN23870_c1_g1_i2	841.8	533
EOG093606LZ	Duplicated	C0000036535_TRINITY_DN23870_c1_g1_i6	842.3	533
EOG093606MV	Complete	C0000288809_TRINITY_DN16042_c0_g2_i1	689.3	454
EOG093606MY	Duplicated	C0000042214_TRINITY_DN26411_c0_g1_i3	1127.1	614
EOG093606MY	Duplicated	C0000042228_TRINITY_DN26411_c0_g1_i17	1111.9	613
EOG093606MY	Duplicated	C0000042228_TRINITY_DN26411_c0_g1_i17	1127.2	614
EOG093606MY	Duplicated	C0000042231_TRINITY_DN26411_c0_g1_i20	1130.1	614
EOG093606N3	Duplicated	C0000004743_TRINITY_DN27545_c1_g1_i1	890.6	442
EOG093606N3	Duplicated	C0000004748_TRINITY_DN27545_c1_g1_i4	890.3	442
EOG093606N3	Duplicated	C0000004750_TRINITY_DN27545_c1_g1_i5	890.3	442
EOG093606NA	Duplicated	C0000015285_TRINITY_DN26598_c0_g1_i3	836.7	448
EOG093606NA	Duplicated	C0000015291_TRINITY_DN26598_c0_g2_i3	836.8	448
EOG093606ND	Duplicated	C0000246711_TRINITY_DN25080_c2_g1_i2	388.2	303
EOG093606ND	Duplicated	C0000302519_TRINITY_DN31424_c0_g1_i1	358.6	284
EOG093606NL	Missing
EOG093606O6	Duplicated	C0000297246_TRINITY_DN25614_c1_g1_i1	877.1	535
EOG093606O6	Duplicated	C0000297247_TRINITY_DN25614_c1_g1_i2	872.9	535
EOG093606O6	Duplicated	C0000297247_TRINITY_DN25614_c1_g1_i2	872.9	535
EOG093606O6	Duplicated	C0000297254_TRINITY_DN25614_c1_g1_i5	877.4	535
EOG093606O8	Complete	C0000048250_TRINITY_DN26076_c2_g2_i4	1005.9	612
EOG093606O9	Duplicated	C0000058014_TRINITY_DN28725_c0_g1_i1	929.4	472
EOG093606O9	Duplicated	C0000058021_TRINITY_DN28725_c0_g1_i5	921.4	481
EOG093606OC	Duplicated	C0000067264_TRINITY_DN28227_c0_g1_i23	1689.9	907
EOG093606OC	Duplicated	C0000067266_TRINITY_DN28227_c0_g1_i25	1689.9	907
EOG093606OC	Duplicated	C0000067267_TRINITY_DN28227_c0_g1_i26	1689.8	907
EOG093606Q8	Duplicated	C0000255433_TRINITY_DN22305_c0_g1_i1	694.7	414
EOG093606Q8	Duplicated	C0000255437_TRINITY_DN22305_c0_g2_i3	694.6	414
EOG093606Q8	Duplicated	C0000255438_TRINITY_DN22305_c0_g2_i4	694.3	414
EOG093606QR	Duplicated	C0000168013_TRINITY_DN28066_c0_g4_i1	726.2	466
EOG093606QR	Duplicated	C0000168029_TRINITY_DN28066_c0_g4_i3	726.9	466
EOG093606RM	Duplicated	C0000063097_TRINITY_DN24432_c0_g2_i4	932.9	468
EOG093606RM	Duplicated	C0000063106_TRINITY_DN24432_c0_g1_i9	932.3	468
EOG093606RP	Complete	C0000195642_TRINITY_DN30677_c2_g1_i1	367.8	227
EOG093606S1	Duplicated	C0000016013_TRINITY_DN26586_c4_g1_i1	828.7	509
EOG093606S1	Duplicated	C0000016018_TRINITY_DN26586_c4_g1_i6	828.8	509
EOG093606ST	Fragmented	C0000203862_TRINITY_DN23589_c0_g1_i2	505.7	326
EOG093606SW	Duplicated	C0000276215_TRINITY_DN30460_c3_g4_i1	1119.8	601
EOG093606SW	Duplicated	C0000276229_TRINITY_DN30460_c3_g3_i6	1119.7	601
EOG093606SW	Duplicated	C0000276233_TRINITY_DN30460_c3_g3_i8	1051.1	528
EOG093606T7	Complete	C0000024772_TRINITY_DN29191_c1_g2_i12	866.6	539
EOG093606UJ	Missing
EOG093606UT	Duplicated	C0000094154_TRINITY_DN30181_c0_g1_i1	757.3	415
EOG093606UT	Duplicated	C0000144721_TRINITY_DN23028_c0_g1_i1	752.3	413
EOG093606VV	Duplicated	C0000265198_TRINITY_DN26630_c3_g4_i2	864.3	431
EOG093606VV	Duplicated	C0000265200_TRINITY_DN26630_c3_g5_i4	864.1	431
EOG093606VV	Duplicated	C0000265202_TRINITY_DN26630_c3_g4_i4	844.0	443
EOG093606VY	Duplicated	C0000108737_TRINITY_DN21711_c0_g1_i1	670.5	398
EOG093606VY	Duplicated	C0000108737_TRINITY_DN21711_c0_g1_i1	670.5	398
EOG093606VY	Duplicated	C0000108738_TRINITY_DN21711_c0_g1_i2	670.6	398
EOG093606VY	Duplicated	C0000108738_TRINITY_DN21711_c0_g1_i2	670.7	398
EOG093606VY	Duplicated	C0000108740_TRINITY_DN21711_c0_g1_i4	672.5	398
EOG093606W4	Missing
EOG093606YS	Duplicated	C0000097707_TRINITY_DN26318_c0_g1_i1	741.8	437
EOG093606YS	Duplicated	C0000097722_TRINITY_DN26318_c0_g1_i10	723.5	415
EOG093606YS	Duplicated	C0000097723_TRINITY_DN26318_c0_g1_i11	742.7	437
EOG093606ZH	Duplicated	C0000086878_TRINITY_DN19967_c0_g1_i1	568.6	325
EOG093606ZH	Duplicated	C0000086879_TRINITY_DN19967_c0_g2_i1	568.7	325
EOG093606ZK	Complete	C0000086163_TRINITY_DN17214_c0_g5_i1	646.4	423
EOG0936070D	Duplicated	C0000079809_TRINITY_DN22907_c0_g1_i1	917.7	466
EOG0936070D	Duplicated	C0000079814_TRINITY_DN22907_c0_g2_i3	919.6	466
EOG0936070D	Duplicated	C0000079815_TRINITY_DN22907_c0_g2_i4	864.2	433
EOG0936070W	Duplicated	C0000017180_TRINITY_DN26560_c0_g3_i3	769.8	469
EOG0936070W	Duplicated	C0000120798_TRINITY_DN26293_c1_g2_i12	772.5	493
EOG0936070W	Duplicated	C0000120801_TRINITY_DN26293_c1_g2_i14	772.0	493
EOG0936071Y	Missing
EOG09360720	Duplicated	C0000268283_TRINITY_DN29524_c2_g2_i4	901.7	436
EOG09360720	Duplicated	C0000268285_TRINITY_DN29524_c2_g3_i1	901.6	436
EOG09360725	Duplicated	C0000017200_TRINITY_DN26538_c0_g3_i1	421.5	360
EOG09360725	Duplicated	C0000017204_TRINITY_DN26538_c0_g3_i5	367.1	327
EOG09360725	Duplicated	C0000017205_TRINITY_DN26538_c0_g3_i6	405.5	374
EOG0936072X	Duplicated	C0000286560_TRINITY_DN27272_c0_g2_i5	769.7	385
EOG0936072X	Duplicated	C0000286561_TRINITY_DN27272_c0_g1_i10	769.1	385
EOG0936072Y	Duplicated	C0000157293_TRINITY_DN29733_c0_g2_i6	874.4	447
EOG0936072Y	Duplicated	C0000157303_TRINITY_DN29733_c0_g2_i12	904.4	463
EOG0936072Y	Duplicated	C0000157305_TRINITY_DN29733_c0_g1_i4	896.2	463
EOG0936073E	Duplicated	C0000036981_TRINITY_DN23886_c0_g1_i2	833.5	458
EOG0936073E	Duplicated	C0000036984_TRINITY_DN23886_c0_g2_i3	834.3	458
EOG0936073E	Duplicated	C0000036986_TRINITY_DN23886_c0_g2_i4	833.7	458
EOG09360748	Complete	C0000176455_TRINITY_DN20468_c0_g1_i4	568.9	373
EOG0936075Y	Duplicated	C0000030462_TRINITY_DN20639_c0_g1_i1	802.1	426
EOG0936075Y	Duplicated	C0000030463_TRINITY_DN20639_c0_g1_i2	801.4	426
EOG0936076E	Fragmented	C0000022930_TRINITY_DN29148_c0_g2_i4	614.0	396
EOG0936076T	Duplicated	C0000103351_TRINITY_DN28918_c1_g1_i3	907.4	489
EOG0936076T	Duplicated	C0000156431_TRINITY_DN29779_c3_g1_i13	907.1	489
EOG0936076T	Duplicated	C0000156437_TRINITY_DN29779_c3_g1_i18	907.3	489
EOG0936077B	Duplicated	C0000066976_TRINITY_DN28296_c3_g1_i1	662.3	398
EOG0936077B	Duplicated	C0000066981_TRINITY_DN28296_c3_g1_i4	662.5	398
EOG0936077I	Duplicated	C0000125266_TRINITY_DN27310_c1_g2_i4	713.4	444
EOG0936077I	Duplicated	C0000125269_TRINITY_DN27310_c1_g2_i7	776.5	444
EOG0936077I	Duplicated	C0000125274_TRINITY_DN27310_c1_g1_i10	776.3	444
EOG09360784	Complete	C0000092911_TRINITY_DN27172_c0_g7_i1	599.3	431
EOG0936079H	Complete	C0000174311_TRINITY_DN25969_c1_g2_i3	884.8	985
EOG0936079P	Missing
EOG093607BZ	Complete	C0000126869_TRINITY_DN27342_c1_g2_i2	723.8	397
EOG093607D0	Fragmented	C0000285010_TRINITY_DN27269_c3_g1_i3	704.8	333
EOG093607E0	Missing
EOG093607E9	Duplicated	C0000297143_TRINITY_DN25645_c0_g1_i2	755.9	441
EOG093607E9	Duplicated	C0000297144_TRINITY_DN25645_c0_g2_i1	756.9	441
EOG093607E9	Duplicated	C0000297145_TRINITY_DN25645_c0_g2_i2	756.4	441
EOG093607EA	Duplicated	C0000250921_TRINITY_DN25842_c0_g1_i1	535.6	385
EOG093607EA	Duplicated	C0000250922_TRINITY_DN25842_c0_g1_i2	535.6	385
EOG093607EA	Duplicated	C0000250925_TRINITY_DN25842_c1_g1_i2	535.6	385
EOG093607EB	Duplicated	C0000306192_TRINITY_DN25127_c0_g1_i6	978.0	443
EOG093607EB	Duplicated	C0000306213_TRINITY_DN25127_c0_g1_i26	978.4	443
EOG093607EB	Duplicated	C0000306217_TRINITY_DN25127_c0_g1_i30	957.4	461
EOG093607EB	Duplicated	C0000306217_TRINITY_DN25127_c0_g1_i30	978.1	443
EOG093607EE	Duplicated	C0000168771_TRINITY_DN28001_c2_g4_i1	667.6	468
EOG093607EE	Duplicated	C0000168786_TRINITY_DN28001_c2_g8_i1	710.0	463
EOG093607EE	Duplicated	C0000168808_TRINITY_DN28001_c2_g3_i7	649.0	455
EOG093607FC	Duplicated	C0000281636_TRINITY_DN28537_c3_g1_i6	614.8	440
EOG093607FC	Duplicated	C0000281639_TRINITY_DN28537_c3_g1_i9	612.1	441
EOG093607FC	Duplicated	C0000281646_TRINITY_DN28537_c3_g1_i16	610.6	440
EOG093607FC	Duplicated	C0000281646_TRINITY_DN28537_c3_g1_i16	611.1	443
EOG093607FH	Missing
EOG093607FL	Duplicated	C0000182475_TRINITY_DN27404_c1_g1_i1	877.2	453
EOG093607FL	Duplicated	C0000182488_TRINITY_DN27404_c1_g2_i5	877.1	453
EOG093607GQ	Duplicated	C0000037060_TRINITY_DN23802_c1_g1_i5	853.2	616
EOG093607GQ	Duplicated	C0000037061_TRINITY_DN23802_c1_g1_i6	852.8	616
EOG093607GQ	Duplicated	C0000037063_TRINITY_DN23802_c1_g1_i7	853.0	616
EOG093607HU	Duplicated	C0000219783_TRINITY_DN21241_c0_g1_i1	865.3	446
EOG093607HU	Duplicated	C0000219784_TRINITY_DN21241_c1_g1_i1	865.6	446
EOG093607HY	Complete	C0000170887_TRINITY_DN24827_c0_g2_i4	460.1	399
EOG093607I5	Duplicated	C0000259181_TRINITY_DN29098_c4_g1_i1	777.6	492
EOG093607I5	Duplicated	C0000259213_TRINITY_DN29098_c4_g2_i17	776.5	492
EOG093607I5	Duplicated	C0000259223_TRINITY_DN29098_c4_g2_i23	777.7	492
EOG093607I7	Duplicated	C0000016522_TRINITY_DN26523_c0_g1_i2	931.9	501
EOG093607I7	Duplicated	C0000016523_TRINITY_DN26523_c0_g1_i3	934.2	501
EOG093607I7	Duplicated	C0000016524_TRINITY_DN26523_c0_g1_i4	932.0	501
EOG093607I7	Duplicated	C0000016524_TRINITY_DN26523_c0_g1_i4	932.0	501
EOG093607J8	Duplicated	C0000136046_TRINITY_DN58268_c0_g1_i1	773.6	393
EOG093607J8	Duplicated	C0000147086_TRINITY_DN33140_c0_g1_i1	777.7	398
EOG093607KK	Missing
EOG093607LD	Duplicated	C0000269045_TRINITY_DN29511_c7_g1_i9	748.3	512
EOG093607LD	Duplicated	C0000269049_TRINITY_DN29511_c7_g1_i12	749.1	512
EOG093607LD	Duplicated	C0000269054_TRINITY_DN29511_c7_g1_i13	747.8	512
EOG093607NG	Duplicated	C0000224276_TRINITY_DN23119_c0_g1_i6	704.0	450
EOG093607NG	Duplicated	C0000224277_TRINITY_DN23119_c0_g1_i7	736.0	483
EOG093607NQ	Complete	C0000024254_TRINITY_DN29195_c2_g1_i2	469.6	440
EOG093607OL	Duplicated	C0000222547_TRINITY_DN25579_c0_g1_i5	758.0	393
EOG093607OL	Duplicated	C0000222551_TRINITY_DN25579_c0_g1_i7	789.2	417
EOG093607OL	Duplicated	C0000222558_TRINITY_DN25579_c0_g2_i8	789.3	417
EOG093607OO	Duplicated	C0000077544_TRINITY_DN18674_c0_g1_i1	818.5	468
EOG093607OO	Duplicated	C0000176734_TRINITY_DN20467_c0_g1_i1	818.2	468
EOG093607OT	Duplicated	C0000086947_TRINITY_DN19995_c0_g1_i1	830.2	537
EOG093607OT	Duplicated	C0000086949_TRINITY_DN19995_c0_g2_i2	830.1	537
EOG093607OZ	Duplicated	C0000059335_TRINITY_DN28703_c0_g1_i17	496.8	446
EOG093607OZ	Duplicated	C0000059335_TRINITY_DN28703_c0_g1_i17	560.9	521
EOG093607OZ	Duplicated	C0000059340_TRINITY_DN28703_c0_g1_i21	560.8	521
EOG093607OZ	Duplicated	C0000059350_TRINITY_DN28703_c0_g1_i31	560.8	521
EOG093607PL	Missing
EOG093607PO	Missing
EOG093607QO	Duplicated	C0000217790_TRINITY_DN22426_c0_g1_i2	873.5	467
EOG093607QO	Duplicated	C0000217794_TRINITY_DN22426_c0_g2_i4	873.4	467
EOG093607RL	Duplicated	C0000256780_TRINITY_DN23323_c0_g1_i1	449.7	490
EOG093607RL	Duplicated	C0000256781_TRINITY_DN23323_c0_g1_i2	453.1	511
EOG093607RL	Duplicated	C0000256784_TRINITY_DN23323_c0_g1_i5	453.5	510
EOG093607RN	Fragmented	C0000000371_TRINITY_DN19686_c0_g1_i4	442.5	321
EOG093607RU	Duplicated	C0000171989_TRINITY_DN24204_c0_g1_i3	754.0	417
EOG093607RU	Duplicated	C0000171992_TRINITY_DN24204_c0_g1_i6	748.5	432
EOG093607RU	Duplicated	C0000171994_TRINITY_DN24204_c0_g1_i8	754.3	417
EOG093607TC	Complete	C0000290540_TRINITY_DN25463_c0_g1_i18	741.4	369
EOG093607TG	Duplicated	C0000035014_TRINITY_DN20838_c0_g3_i1	885.3	453
EOG093607TG	Duplicated	C0000035016_TRINITY_DN20838_c0_g3_i2	886.2	453
EOG093607TH	Missing
EOG093607U8	Duplicated	C0000296417_TRINITY_DN29916_c0_g1_i1	690.9	464
EOG093607U8	Duplicated	C0000296419_TRINITY_DN29916_c0_g1_i3	690.7	464
EOG093607U8	Duplicated	C0000296425_TRINITY_DN29916_c0_g2_i6	684.0	464
EOG093607UA	Duplicated	C0000109997_TRINITY_DN21119_c0_g1_i1	845.3	436
EOG093607UA	Duplicated	C0000109999_TRINITY_DN21119_c0_g2_i2	845.1	436
EOG093607UA	Duplicated	C0000286782_TRINITY_DN27208_c2_g1_i2	842.3	436
EOG093607UE	Missing
EOG093607UJ	Missing
EOG093607UO	Duplicated	C0000076136_TRINITY_DN27764_c1_g2_i3	625.8	406
EOG093607UO	Duplicated	C0000076144_TRINITY_DN27764_c1_g1_i6	645.8	444
EOG093607UO	Duplicated	C0000076156_TRINITY_DN27764_c1_g2_i15	621.2	389
EOG093607WA	Duplicated	C0000306767_TRINITY_DN25123_c1_g2_i1	665.9	458
EOG093607WA	Duplicated	C0000306772_TRINITY_DN25123_c1_g2_i3	657.4	422
EOG093607WA	Duplicated	C0000306778_TRINITY_DN25123_c1_g1_i7	665.6	457
EOG093607WN	Duplicated	C0000093568_TRINITY_DN27186_c2_g2_i1	771.2	484
EOG093607WN	Duplicated	C0000093583_TRINITY_DN27186_c2_g2_i4	775.0	487
EOG093607WN	Duplicated	C0000093584_TRINITY_DN27186_c2_g2_i5	774.7	487
EOG093607XJ	Duplicated	C0000095885_TRINITY_DN30137_c0_g1_i5	696.6	437
EOG093607XJ	Duplicated	C0000095897_TRINITY_DN30137_c0_g1_i15	697.3	437
EOG093607XJ	Duplicated	C0000095900_TRINITY_DN30137_c0_g1_i17	698.7	437
EOG093607YA	Duplicated	C0000201799_TRINITY_DN28361_c1_g1_i1	706.1	384
EOG093607YA	Duplicated	C0000243731_TRINITY_DN25773_c1_g3_i1	706.3	384
EOG093607YB	Duplicated	C0000297544_TRINITY_DN25635_c0_g2_i6	758.3	411
EOG093607YB	Duplicated	C0000297546_TRINITY_DN25635_c0_g1_i6	758.4	411
EOG093607YB	Duplicated	C0000297555_TRINITY_DN25635_c0_g1_i9	736.0	415
EOG093607ZG	Duplicated	C0000135538_TRINITY_DN20028_c0_g1_i2	644.8	374
EOG093607ZG	Duplicated	C0000135539_TRINITY_DN20028_c0_g2_i1	643.2	374
EOG093607ZP	Duplicated	C0000222125_TRINITY_DN25534_c0_g1_i6	808.0	462
EOG093607ZP	Duplicated	C0000222131_TRINITY_DN25534_c0_g1_i10	809.2	462
EOG093607ZP	Duplicated	C0000222139_TRINITY_DN25534_c0_g4_i4	809.6	462
EOG093607ZT	Duplicated	C0000141162_TRINITY_DN27808_c0_g1_i2	720.9	509
EOG093607ZT	Duplicated	C0000141163_TRINITY_DN27808_c0_g1_i3	721.9	509
EOG093607ZT	Duplicated	C0000141164_TRINITY_DN27808_c0_g1_i4	710.8	494
EOG09360803	Complete	C0000276337_TRINITY_DN30425_c2_g2_i1	605.7	385
EOG09360806	Missing
EOG0936081F	Duplicated	C0000024027_TRINITY_DN29173_c2_g1_i3	620.0	410
EOG0936081F	Duplicated	C0000024028_TRINITY_DN29173_c2_g1_i4	620.1	410
EOG0936081F	Duplicated	C0000024030_TRINITY_DN29173_c2_g1_i6	620.1	410
EOG09360829	Duplicated	C0000133105_TRINITY_DN30301_c2_g1_i1	715.8	491
EOG09360829	Duplicated	C0000133108_TRINITY_DN30301_c2_g2_i1	715.8	491
EOG0936082I	Duplicated	C0000083799_TRINITY_DN30099_c0_g4_i4	641.7	365
EOG0936082I	Duplicated	C0000083802_TRINITY_DN30099_c0_g6_i4	641.7	365
EOG0936082I	Duplicated	C0000083806_TRINITY_DN30099_c0_g6_i5	606.2	329
EOG0936082J	Duplicated	C0000047159_TRINITY_DN9589_c0_g1_i1	579.0	410
EOG0936082J	Duplicated	C0000218323_TRINITY_DN3440_c0_g1_i1	579.4	410
EOG0936082K	Duplicated	C0000064721_TRINITY_DN21855_c0_g1_i1	812.0	482
EOG0936082K	Duplicated	C0000064723_TRINITY_DN21855_c0_g2_i1	814.3	428
EOG0936082Y	Duplicated	C0000193346_TRINITY_DN30523_c3_g4_i2	791.9	428
EOG0936082Y	Duplicated	C0000193357_TRINITY_DN30523_c3_g4_i4	792.3	428
EOG0936082Y	Duplicated	C0000193364_TRINITY_DN30523_c3_g4_i6	721.9	402
EOG0936083D	Complete	C0000003453_TRINITY_DN27507_c2_g2_i1	613.9	483
EOG0936083O	Duplicated	C0000126279_TRINITY_DN27313_c4_g1_i1	716.7	374
EOG0936083O	Duplicated	C0000126282_TRINITY_DN27313_c4_g2_i2	716.6	374
EOG09360843	Duplicated	C0000057351_TRINITY_DN28791_c1_g1_i1	485.9	366
EOG09360843	Duplicated	C0000057356_TRINITY_DN28791_c1_g3_i3	485.6	366
EOG09360843	Duplicated	C0000057359_TRINITY_DN28791_c1_g3_i4	485.5	366
EOG0936084P	Duplicated	C0000172095_TRINITY_DN24230_c0_g4_i1	596.1	377
EOG0936084P	Duplicated	C0000172096_TRINITY_DN24230_c0_g3_i2	595.8	377
EOG0936084R	Missing
EOG0936085E	Duplicated	C0000093388_TRINITY_DN27112_c3_g1_i2	741.2	418
EOG0936085E	Duplicated	C0000093407_TRINITY_DN27112_c3_g1_i3	741.2	418
EOG0936085E	Duplicated	C0000093412_TRINITY_DN27112_c3_g1_i4	741.2	418
EOG0936085U	Duplicated	C0000015347_TRINITY_DN26553_c1_g4_i2	465.1	331
